Vertex,Label,Region
6690,rostralmiddlefrontal L,LF
6691,rostralmiddlefrontal L,LF
6692,medialorbitofrontal L,LPF
6693,rostralmiddlefrontal L,LF
6694,rostralmiddlefrontal L,LF
6695,medialorbitofrontal L,LPF
6696,rostralmiddlefrontal L,LF
6697,superiorfrontal L,LF
6698,superiorfrontal L,LF
6699,medialorbitofrontal L,LPF
6700,rostralanteriorcingulate L,LL
6701,rostralanteriorcingulate L,LL
6702,rostralanteriorcingulate L,LL
6703,rostralmiddlefrontal L,LF
6704,medialorbitofrontal L,LPF
6705,medialorbitofrontal L,LPF
6706,rostralanteriorcingulate L,LL
6707,parstriangularis L,LF
6708,parsorbitalis L,LPF
6709,rostralmiddlefrontal L,LF
6710,lateralorbitofrontal L,LPF
6711,rostralmiddlefrontal L,LF
6712,lateralorbitofrontal L,LPF
6713,rostralanteriorcingulate L,LL
6714,rostralmiddlefrontal L,LF
6715,rostralmiddlefrontal L,LF
6716,rostralanteriorcingulate L,LL
6717,lateralorbitofrontal L,LPF
6718,rostralmiddlefrontal L,LF
6719,parstriangularis L,LF
6720,rostralanteriorcingulate L,LL
6721,lateralorbitofrontal L,LPF
6722,rostralmiddlefrontal L,LF
6723,rostralmiddlefrontal L,LF
6724,rostralmiddlefrontal L,LF
6725,rostralmiddlefrontal L,LF
6726,rostralmiddlefrontal L,LF
6727,superiorfrontal L,LF
6728,rostralmiddlefrontal L,LF
6729,superiorfrontal L,LF
6730,rostralmiddlefrontal L,LF
6731,rostralanteriorcingulate L,LL
6732,lateralorbitofrontal L,LPF
6733,rostralmiddlefrontal L,LF
6734,rostralmiddlefrontal L,LF
6735,rostralmiddlefrontal L,LF
6736,rostralanteriorcingulate L,LL
6737,rostralmiddlefrontal L,LF
6738,rostralmiddlefrontal L,LF
6739,parsorbitalis L,LPF
6740,parstriangularis L,LF
6741,rostralmiddlefrontal L,LF
6742,rostralmiddlefrontal L,LF
6743,parsorbitalis L,LPF
6744,rostralmiddlefrontal L,LF
6745,parstriangularis L,LF
6746,rostralmiddlefrontal L,LF
6747,rostralmiddlefrontal L,LF
6748,rostralmiddlefrontal L,LF
6749,rostralanteriorcingulate L,LL
6750,rostralanteriorcingulate L,LL
6751,superiorfrontal L,LF
6752,rostralanteriorcingulate L,LL
6753,rostralanteriorcingulate L,LL
6754,superiorfrontal L,LF
6755,parsorbitalis L,LPF
6756,parstriangularis L,LF
6757,lateralorbitofrontal L,LPF
6758,parsorbitalis L,LPF
6759,rostralanteriorcingulate L,LL
6760,superiorfrontal L,LF
6761,rostralmiddlefrontal L,LF
6762,superiorfrontal L,LF
6763,rostralmiddlefrontal L,LF
6764,rostralmiddlefrontal L,LF
6765,parsorbitalis L,LPF
6766,parsorbitalis L,LPF
6767,parsorbitalis L,LPF
6768,medialorbitofrontal L,LPF
6769,rostralmiddlefrontal L,LF
6770,rostralanteriorcingulate L,LL
6771,rostralmiddlefrontal L,LF
6772,parsorbitalis L,LPF
6773,lateralorbitofrontal L,LPF
6774,lateralorbitofrontal L,LPF
6775,rostralanteriorcingulate L,LL
6776,rostralmiddlefrontal L,LF
6777,rostralanteriorcingulate L,LL
6778,superiorfrontal L,LF
6779,rostralmiddlefrontal L,LF
6780,rostralmiddlefrontal L,LF
6781,rostralmiddlefrontal L,LF
6782,rostralmiddlefrontal L,LF
6783,rostralmiddlefrontal L,LF
6784,rostralmiddlefrontal L,LF
6785,rostralmiddlefrontal L,LF
6786,rostralmiddlefrontal L,LF
6787,superiorfrontal L,LF
6788,rostralmiddlefrontal L,LF
6789,superiorfrontal L,LF
6790,rostralanteriorcingulate L,LL
6791,rostralanteriorcingulate L,LL
6792,parstriangularis L,LF
6793,rostralmiddlefrontal L,LF
6794,parstriangularis L,LF
6795,rostralmiddlefrontal L,LF
6796,parstriangularis L,LF
6797,superiorfrontal L,LF
6798,rostralanteriorcingulate L,LL
6799,medialorbitofrontal L,LPF
6800,rostralmiddlefrontal L,LF
6801,lateralorbitofrontal L,LPF
6802,parstriangularis L,LF
6803,superiorfrontal L,LF
6804,rostralmiddlefrontal L,LF
6805,superiorfrontal L,LF
6806,rostralmiddlefrontal L,LF
6807,superiorfrontal L,LF
6808,superiorfrontal L,LF
6809,rostralanteriorcingulate L,LL
6810,rostralanteriorcingulate L,LL
6811,rostralmiddlefrontal L,LF
6812,superiorfrontal L,LF
6813,rostralanteriorcingulate L,LL
6814,superiorfrontal L,LF
6815,parstriangularis L,LF
6816,rostralmiddlefrontal L,LF
6817,parstriangularis L,LF
6818,superiorfrontal L,LF
6819,rostralanteriorcingulate L,LL
6820,rostralmiddlefrontal L,LF
6821,lateralorbitofrontal L,LPF
6822,rostralmiddlefrontal L,LF
6823,rostralmiddlefrontal L,LF
6824,rostralmiddlefrontal L,LF
6825,rostralmiddlefrontal L,LF
6826,superiorfrontal L,LF
6827,rostralmiddlefrontal L,LF
6828,superiorfrontal L,LF
6829,rostralmiddlefrontal L,LF
6830,parstriangularis L,LF
6831,superiorfrontal L,LF
6832,rostralmiddlefrontal L,LF
6833,superiorfrontal L,LF
6834,superiorfrontal L,LF
6835,superiorfrontal L,LF
6836,rostralmiddlefrontal L,LF
6837,rostralanteriorcingulate L,LL
6838,parsorbitalis L,LPF
6839,rostralmiddlefrontal L,LF
6840,superiorfrontal L,LF
6841,rostralmiddlefrontal L,LF
6842,rostralmiddlefrontal L,LF
6843,rostralmiddlefrontal L,LF
6844,rostralanteriorcingulate L,LL
6845,rostralmiddlefrontal L,LF
6846,medialorbitofrontal L,LPF
6847,rostralanteriorcingulate L,LL
6848,rostralmiddlefrontal L,LF
6849,parsorbitalis L,LPF
6850,superiorfrontal L,LF
6851,rostralmiddlefrontal L,LF
6852,parsorbitalis L,LPF
6853,lateralorbitofrontal L,LPF
6854,rostralmiddlefrontal L,LF
6855,lateralorbitofrontal L,LPF
6856,rostralmiddlefrontal L,LF
6857,rostralmiddlefrontal L,LF
6858,rostralanteriorcingulate L,LL
6859,superiorfrontal L,LF
6860,superiorfrontal L,LF
6861,rostralanteriorcingulate L,LL
6862,superiorfrontal L,LF
6863,rostralmiddlefrontal L,LF
6864,rostralmiddlefrontal L,LF
6865,lateralorbitofrontal L,LPF
6866,parsorbitalis L,LPF
6867,rostralmiddlefrontal L,LF
6868,rostralmiddlefrontal L,LF
6869,lateralorbitofrontal L,LPF
6870,lateralorbitofrontal L,LPF
6871,superiorfrontal L,LF
6872,parsorbitalis L,LPF
6873,rostralanteriorcingulate L,LL
6874,medialorbitofrontal L,LPF
6875,superiorfrontal L,LF
6876,rostralmiddlefrontal L,LF
6877,rostralmiddlefrontal L,LF
6878,rostralmiddlefrontal L,LF
6879,medialorbitofrontal L,LPF
6880,medialorbitofrontal L,LPF
6881,rostralmiddlefrontal L,LF
6882,superiorfrontal L,LF
6883,rostralmiddlefrontal L,LF
6884,lateralorbitofrontal L,LPF
6885,superiorfrontal L,LF
6886,rostralmiddlefrontal L,LF
6887,rostralanteriorcingulate L,LL
6888,rostralmiddlefrontal L,LF
6889,superiorfrontal L,LF
6890,rostralmiddlefrontal L,LF
6891,rostralmiddlefrontal L,LF
6892,rostralmiddlefrontal L,LF
6893,medialorbitofrontal L,LPF
6894,rostralanteriorcingulate L,LL
6895,superiorfrontal L,LF
6896,rostralmiddlefrontal L,LF
6897,rostralmiddlefrontal L,LF
6898,rostralanteriorcingulate L,LL
6899,medialorbitofrontal L,LPF
6900,rostralmiddlefrontal L,LF
6901,superiorfrontal L,LF
6902,parsorbitalis L,LPF
6903,parsorbitalis L,LPF
6904,superiorfrontal L,LF
6905,rostralanteriorcingulate L,LL
6906,lateralorbitofrontal L,LPF
6907,superiorfrontal L,LF
6908,rostralmiddlefrontal L,LF
6909,rostralanteriorcingulate L,LL
6910,superiorfrontal L,LF
6911,superiorfrontal L,LF
6912,rostralmiddlefrontal L,LF
6913,parsorbitalis L,LPF
6914,superiorfrontal L,LF
6915,medialorbitofrontal L,LPF
6916,superiorfrontal L,LF
6917,medialorbitofrontal L,LPF
6918,rostralmiddlefrontal L,LF
6919,rostralmiddlefrontal L,LF
6920,parsorbitalis L,LPF
6921,superiorfrontal L,LF
6922,medialorbitofrontal L,LPF
6923,rostralmiddlefrontal L,LF
6924,parsorbitalis L,LPF
6925,lateralorbitofrontal L,LPF
6926,parsorbitalis L,LPF
6927,rostralmiddlefrontal L,LF
6928,superiorfrontal L,LF
6929,rostralanteriorcingulate L,LL
6930,rostralmiddlefrontal L,LF
6931,rostralanteriorcingulate L,LL
6932,superiorfrontal L,LF
6933,superiorfrontal L,LF
6934,rostralmiddlefrontal L,LF
6935,rostralmiddlefrontal L,LF
6936,rostralmiddlefrontal L,LF
6937,medialorbitofrontal L,LPF
6938,rostralmiddlefrontal L,LF
6939,rostralmiddlefrontal L,LF
6940,superiorfrontal L,LF
6941,medialorbitofrontal L,LPF
6942,rostralmiddlefrontal L,LF
6943,lateralorbitofrontal L,LPF
6944,medialorbitofrontal L,LPF
6945,rostralmiddlefrontal L,LF
6946,superiorfrontal L,LF
6947,rostralmiddlefrontal L,LF
6948,superiorfrontal L,LF
6949,rostralmiddlefrontal L,LF
6950,superiorfrontal L,LF
6951,rostralmiddlefrontal L,LF
6952,parsorbitalis L,LPF
6953,superiorfrontal L,LF
6954,rostralmiddlefrontal L,LF
6955,lateralorbitofrontal L,LPF
6956,rostralmiddlefrontal L,LF
6957,rostralmiddlefrontal L,LF
6958,lateralorbitofrontal L,LPF
6959,rostralmiddlefrontal L,LF
6960,rostralmiddlefrontal L,LF
6961,rostralmiddlefrontal L,LF
6962,rostralmiddlefrontal L,LF
6963,superiorfrontal L,LF
6964,superiorfrontal L,LF
6965,rostralmiddlefrontal L,LF
6966,superiorfrontal L,LF
6967,lateralorbitofrontal L,LPF
6968,lateralorbitofrontal L,LPF
6969,medialorbitofrontal L,LPF
6970,lateralorbitofrontal L,LPF
6971,superiorfrontal L,LF
6972,medialorbitofrontal L,LPF
6973,superiorfrontal L,LF
6974,superiorfrontal L,LF
6975,rostralanteriorcingulate L,LL
6976,superiorfrontal L,LF
6977,superiorfrontal L,LF
6978,superiorfrontal L,LF
6979,superiorfrontal L,LF
6980,lateralorbitofrontal L,LPF
6981,superiorfrontal L,LF
6982,rostralmiddlefrontal L,LF
6983,medialorbitofrontal L,LPF
6984,parsorbitalis L,LPF
6985,superiorfrontal L,LF
6986,lateralorbitofrontal L,LPF
6987,rostralmiddlefrontal L,LF
6988,medialorbitofrontal L,LPF
6989,rostralmiddlefrontal L,LF
6990,rostralmiddlefrontal L,LF
6991,superiorfrontal L,LF
6992,rostralmiddlefrontal L,LF
6993,rostralmiddlefrontal L,LF
6994,rostralmiddlefrontal L,LF
6995,superiorfrontal L,LF
6996,superiorfrontal L,LF
6997,rostralmiddlefrontal L,LF
6998,superiorfrontal L,LF
6999,parsorbitalis L,LPF
7000,rostralmiddlefrontal L,LF
7001,parsorbitalis L,LPF
7002,rostralmiddlefrontal L,LF
7003,superiorfrontal L,LF
7004,rostralmiddlefrontal L,LF
7005,rostralmiddlefrontal L,LF
7006,lateralorbitofrontal L,LPF
7007,rostralanteriorcingulate L,LL
7008,superiorfrontal L,LF
7009,lateralorbitofrontal L,LPF
7010,rostralmiddlefrontal L,LF
7011,parsorbitalis L,LPF
7012,rostralmiddlefrontal L,LF
7013,rostralmiddlefrontal L,LF
7014,superiorfrontal L,LF
7015,superiorfrontal L,LF
7016,superiorfrontal L,LF
7017,lateralorbitofrontal L,LPF
7018,medialorbitofrontal L,LPF
7019,superiorfrontal L,LF
7020,superiorfrontal L,LF
7021,superiorfrontal L,LF
7022,superiorfrontal L,LF
7023,lateralorbitofrontal L,LPF
7024,lateralorbitofrontal L,LPF
7025,rostralmiddlefrontal L,LF
7026,rostralmiddlefrontal L,LF
7027,rostralmiddlefrontal L,LF
7028,medialorbitofrontal L,LPF
7029,superiorfrontal L,LF
7030,rostralmiddlefrontal L,LF
7031,rostralmiddlefrontal L,LF
7032,superiorfrontal L,LF
7033,parsorbitalis L,LPF
7034,medialorbitofrontal L,LPF
7035,rostralmiddlefrontal L,LF
7036,medialorbitofrontal L,LPF
7037,rostralmiddlefrontal L,LF
7038,rostralmiddlefrontal L,LF
7039,medialorbitofrontal L,LPF
7040,medialorbitofrontal L,LPF
7041,superiorfrontal L,LF
7042,rostralmiddlefrontal L,LF
7043,rostralanteriorcingulate L,LL
7044,rostralmiddlefrontal L,LF
7045,superiorfrontal L,LF
7046,rostralanteriorcingulate L,LL
7047,rostralmiddlefrontal L,LF
7048,rostralmiddlefrontal L,LF
7049,superiorfrontal L,LF
7050,lateralorbitofrontal L,LPF
7051,rostralmiddlefrontal L,LF
7052,rostralanteriorcingulate L,LL
7053,superiorfrontal L,LF
7054,rostralmiddlefrontal L,LF
7055,medialorbitofrontal L,LPF
7056,rostralmiddlefrontal L,LF
7057,rostralmiddlefrontal L,LF
7058,superiorfrontal L,LF
7059,rostralmiddlefrontal L,LF
7060,medialorbitofrontal L,LPF
7061,rostralmiddlefrontal L,LF
7062,rostralmiddlefrontal L,LF
7063,parsorbitalis L,LPF
7064,rostralmiddlefrontal L,LF
7065,medialorbitofrontal L,LPF
7066,rostralmiddlefrontal L,LF
7067,rostralmiddlefrontal L,LF
7068,rostralmiddlefrontal L,LF
7069,superiorfrontal L,LF
7070,superiorfrontal L,LF
7071,rostralmiddlefrontal L,LF
7072,rostralanteriorcingulate L,LL
7073,rostralmiddlefrontal L,LF
7074,medialorbitofrontal L,LPF
7075,rostralmiddlefrontal L,LF
7076,rostralmiddlefrontal L,LF
7077,rostralmiddlefrontal L,LF
7078,superiorfrontal L,LF
7079,lateralorbitofrontal L,LPF
7080,rostralmiddlefrontal L,LF
7081,rostralmiddlefrontal L,LF
7082,superiorfrontal L,LF
7083,medialorbitofrontal L,LPF
7084,superiorfrontal L,LF
7085,superiorfrontal L,LF
7086,rostralmiddlefrontal L,LF
7087,rostralmiddlefrontal L,LF
7088,rostralmiddlefrontal L,LF
7089,superiorfrontal L,LF
7090,rostralmiddlefrontal L,LF
7091,lateralorbitofrontal L,LPF
7092,superiorfrontal L,LF
7093,rostralmiddlefrontal L,LF
7094,superiorfrontal L,LF
7095,rostralmiddlefrontal L,LF
7096,superiorfrontal L,LF
7097,rostralmiddlefrontal L,LF
7098,rostralmiddlefrontal L,LF
7099,superiorfrontal L,LF
7100,superiorfrontal L,LF
7101,rostralmiddlefrontal L,LF
7102,superiorfrontal L,LF
7103,parsorbitalis L,LPF
7104,superiorfrontal L,LF
7105,rostralmiddlefrontal L,LF
7106,rostralmiddlefrontal L,LF
7107,rostralmiddlefrontal L,LF
7108,superiorfrontal L,LF
7109,parsorbitalis L,LPF
7110,parsorbitalis L,LPF
7111,rostralmiddlefrontal L,LF
7112,rostralmiddlefrontal L,LF
7113,superiorfrontal L,LF
7114,rostralmiddlefrontal L,LF
7115,rostralmiddlefrontal L,LF
7116,rostralmiddlefrontal L,LF
7117,rostralmiddlefrontal L,LF
7118,medialorbitofrontal L,LPF
7119,rostralmiddlefrontal L,LF
7120,superiorfrontal L,LF
7121,superiorfrontal L,LF
7122,superiorfrontal L,LF
7123,superiorfrontal L,LF
7124,rostralmiddlefrontal L,LF
7125,rostralmiddlefrontal L,LF
7126,rostralmiddlefrontal L,LF
7127,rostralmiddlefrontal L,LF
7128,superiorfrontal L,LF
7129,superiorfrontal L,LF
7130,medialorbitofrontal L,LPF
7131,rostralmiddlefrontal L,LF
7132,rostralmiddlefrontal L,LF
7133,medialorbitofrontal L,LPF
7134,rostralmiddlefrontal L,LF
7135,superiorfrontal L,LF
7136,rostralmiddlefrontal L,LF
7137,superiorfrontal L,LF
7138,rostralmiddlefrontal L,LF
7139,rostralmiddlefrontal L,LF
7140,parsorbitalis L,LPF
7141,superiorfrontal L,LF
7142,medialorbitofrontal L,LPF
7143,rostralmiddlefrontal L,LF
7144,rostralmiddlefrontal L,LF
7145,rostralmiddlefrontal L,LF
7146,superiorfrontal L,LF
7147,rostralmiddlefrontal L,LF
7148,rostralmiddlefrontal L,LF
7149,superiorfrontal L,LF
7150,superiorfrontal L,LF
7151,medialorbitofrontal L,LPF
7152,superiorfrontal L,LF
7153,rostralmiddlefrontal L,LF
7154,rostralmiddlefrontal L,LF
7155,rostralmiddlefrontal L,LF
7156,rostralmiddlefrontal L,LF
7157,rostralmiddlefrontal L,LF
7158,rostralmiddlefrontal L,LF
7159,rostralmiddlefrontal L,LF
7160,superiorfrontal L,LF
7161,rostralmiddlefrontal L,LF
7162,superiorfrontal L,LF
7163,rostralmiddlefrontal L,LF
7164,rostralmiddlefrontal L,LF
7165,superiorfrontal L,LF
7166,rostralmiddlefrontal L,LF
7167,rostralmiddlefrontal L,LF
7168,superiorfrontal L,LF
7169,lateralorbitofrontal L,LPF
7170,rostralmiddlefrontal L,LF
7171,rostralmiddlefrontal L,LF
7172,medialorbitofrontal L,LPF
7173,lateralorbitofrontal L,LPF
7174,medialorbitofrontal L,LPF
7175,rostralmiddlefrontal L,LF
7176,superiorfrontal L,LF
7177,rostralmiddlefrontal L,LF
7178,superiorfrontal L,LF
7179,rostralmiddlefrontal L,LF
7180,rostralmiddlefrontal L,LF
7181,rostralmiddlefrontal L,LF
7182,rostralmiddlefrontal L,LF
7183,medialorbitofrontal L,LPF
7184,rostralmiddlefrontal L,LF
7185,rostralmiddlefrontal L,LF
7186,rostralmiddlefrontal L,LF
7187,superiorfrontal L,LF
7188,rostralmiddlefrontal L,LF
7189,superiorfrontal L,LF
7190,rostralmiddlefrontal L,LF
7191,superiorfrontal L,LF
7192,superiorfrontal L,LF
7193,superiorfrontal L,LF
7194,rostralmiddlefrontal L,LF
7195,superiorfrontal L,LF
7196,rostralmiddlefrontal L,LF
7197,lateralorbitofrontal L,LPF
7198,medialorbitofrontal L,LPF
7199,rostralmiddlefrontal L,LF
7200,rostralmiddlefrontal L,LF
7201,superiorfrontal L,LF
7202,rostralmiddlefrontal L,LF
7203,rostralmiddlefrontal L,LF
7204,superiorfrontal L,LF
7205,medialorbitofrontal L,LPF
7206,superiorfrontal L,LF
7207,medialorbitofrontal L,LPF
7208,rostralmiddlefrontal L,LF
7209,rostralmiddlefrontal L,LF
7210,lateralorbitofrontal L,LPF
7211,rostralmiddlefrontal L,LF
7212,rostralmiddlefrontal L,LF
7213,superiorfrontal L,LF
7214,superiorfrontal L,LF
7215,rostralmiddlefrontal L,LF
7216,superiorfrontal L,LF
7217,superiorfrontal L,LF
7218,rostralmiddlefrontal L,LF
7219,rostralmiddlefrontal L,LF
7220,superiorfrontal L,LF
7221,superiorfrontal L,LF
7222,rostralmiddlefrontal L,LF
7223,superiorfrontal L,LF
7224,superiorfrontal L,LF
7225,rostralmiddlefrontal L,LF
7226,rostralmiddlefrontal L,LF
7227,superiorfrontal L,LF
7228,rostralmiddlefrontal L,LF
7229,lateralorbitofrontal L,LPF
7230,rostralmiddlefrontal L,LF
7231,rostralmiddlefrontal L,LF
7232,rostralmiddlefrontal L,LF
7233,rostralmiddlefrontal L,LF
7234,rostralmiddlefrontal L,LF
7235,rostralmiddlefrontal L,LF
7236,rostralmiddlefrontal L,LF
7237,rostralmiddlefrontal L,LF
7238,rostralmiddlefrontal L,LF
7239,rostralmiddlefrontal L,LF
7240,rostralmiddlefrontal L,LF
7241,medialorbitofrontal L,LPF
7242,superiorfrontal L,LF
7243,rostralmiddlefrontal L,LF
7244,superiorfrontal L,LF
7245,medialorbitofrontal L,LPF
7246,rostralmiddlefrontal L,LF
7247,rostralmiddlefrontal L,LF
7248,rostralmiddlefrontal L,LF
7249,rostralmiddlefrontal L,LF
7250,rostralmiddlefrontal L,LF
7251,superiorfrontal L,LF
7252,rostralmiddlefrontal L,LF
7253,superiorfrontal L,LF
7254,rostralmiddlefrontal L,LF
7255,superiorfrontal L,LF
7256,rostralmiddlefrontal L,LF
7257,rostralmiddlefrontal L,LF
7258,superiorfrontal L,LF
7259,rostralmiddlefrontal L,LF
7260,superiorfrontal L,LF
7261,lateralorbitofrontal L,LPF
7262,rostralmiddlefrontal L,LF
7263,rostralmiddlefrontal L,LF
7264,rostralmiddlefrontal L,LF
7265,superiorfrontal L,LF
7266,rostralmiddlefrontal L,LF
7267,rostralmiddlefrontal L,LF
7268,superiorfrontal L,LF
7269,superiorfrontal L,LF
7270,medialorbitofrontal L,LPF
7271,superiorfrontal L,LF
7272,rostralmiddlefrontal L,LF
7273,rostralmiddlefrontal L,LF
7274,rostralmiddlefrontal L,LF
7275,medialorbitofrontal L,LPF
7276,rostralmiddlefrontal L,LF
7277,rostralmiddlefrontal L,LF
7278,rostralmiddlefrontal L,LF
7279,superiorfrontal L,LF
7280,superiorfrontal L,LF
7281,superiorfrontal L,LF
7282,rostralmiddlefrontal L,LF
7283,superiorfrontal L,LF
7284,rostralmiddlefrontal L,LF
7285,rostralmiddlefrontal L,LF
7286,rostralmiddlefrontal L,LF
7287,rostralmiddlefrontal L,LF
7288,superiorfrontal L,LF
7289,rostralmiddlefrontal L,LF
7290,superiorfrontal L,LF
7291,rostralmiddlefrontal L,LF
7292,rostralmiddlefrontal L,LF
7293,superiorfrontal L,LF
7294,rostralmiddlefrontal L,LF
7295,rostralmiddlefrontal L,LF
7296,medialorbitofrontal L,LPF
7297,rostralmiddlefrontal L,LF
7298,superiorfrontal L,LF
7299,medialorbitofrontal L,LPF
7300,superiorfrontal L,LF
7301,medialorbitofrontal L,LPF
7302,superiorfrontal L,LF
7303,superiorfrontal L,LF
7304,superiorfrontal L,LF
7305,superiorfrontal L,LF
7306,medialorbitofrontal L,LPF
7307,rostralmiddlefrontal L,LF
7308,superiorfrontal L,LF
7309,rostralmiddlefrontal L,LF
7310,rostralmiddlefrontal L,LF
7311,superiorfrontal L,LF
7312,rostralmiddlefrontal L,LF
7313,medialorbitofrontal L,LPF
7314,rostralmiddlefrontal L,LF
7315,superiorfrontal L,LF
7316,rostralmiddlefrontal L,LF
7317,superiorfrontal L,LF
7318,medialorbitofrontal L,LPF
7319,superiorfrontal L,LF
7320,superiorfrontal L,LF
7321,superiorfrontal L,LF
7322,rostralmiddlefrontal L,LF
7323,rostralmiddlefrontal L,LF
7324,rostralmiddlefrontal L,LF
7325,superiorfrontal L,LF
7326,rostralmiddlefrontal L,LF
7327,rostralmiddlefrontal L,LF
7328,superiorfrontal L,LF
7329,superiorfrontal L,LF
7330,lateralorbitofrontal L,LPF
7331,rostralmiddlefrontal L,LF
7332,rostralmiddlefrontal L,LF
7333,rostralmiddlefrontal L,LF
7334,rostralmiddlefrontal L,LF
7335,rostralmiddlefrontal L,LF
7336,rostralmiddlefrontal L,LF
7337,rostralmiddlefrontal L,LF
7338,rostralmiddlefrontal L,LF
7339,superiorfrontal L,LF
7340,rostralmiddlefrontal L,LF
7341,frontalpole L,LPF
7342,rostralmiddlefrontal L,LF
7343,rostralmiddlefrontal L,LF
7344,superiorfrontal L,LF
7345,rostralmiddlefrontal L,LF
7346,superiorfrontal L,LF
7347,superiorfrontal L,LF
7348,rostralmiddlefrontal L,LF
7349,rostralmiddlefrontal L,LF
7350,superiorfrontal L,LF
7351,rostralmiddlefrontal L,LF
7352,medialorbitofrontal L,LPF
7353,rostralmiddlefrontal L,LF
7354,rostralmiddlefrontal L,LF
7355,medialorbitofrontal L,LPF
7356,rostralmiddlefrontal L,LF
7357,superiorfrontal L,LF
7358,superiorfrontal L,LF
7359,superiorfrontal L,LF
7360,rostralmiddlefrontal L,LF
7361,rostralmiddlefrontal L,LF
7362,superiorfrontal L,LF
7363,medialorbitofrontal L,LPF
7364,superiorfrontal L,LF
7365,rostralmiddlefrontal L,LF
7366,rostralmiddlefrontal L,LF
7367,superiorfrontal L,LF
7368,superiorfrontal L,LF
7369,rostralmiddlefrontal L,LF
7370,rostralmiddlefrontal L,LF
7371,superiorfrontal L,LF
7372,rostralmiddlefrontal L,LF
7373,rostralmiddlefrontal L,LF
7374,rostralmiddlefrontal L,LF
7375,rostralmiddlefrontal L,LF
7376,superiorfrontal L,LF
7377,superiorfrontal L,LF
7378,superiorfrontal L,LF
7379,medialorbitofrontal L,LPF
7380,superiorfrontal L,LF
7381,rostralmiddlefrontal L,LF
7382,medialorbitofrontal L,LPF
7383,superiorfrontal L,LF
7384,superiorfrontal L,LF
7385,rostralmiddlefrontal L,LF
7386,rostralmiddlefrontal L,LF
7387,rostralmiddlefrontal L,LF
7388,rostralmiddlefrontal L,LF
7389,superiorfrontal L,LF
7390,rostralmiddlefrontal L,LF
7391,medialorbitofrontal L,LPF
7392,rostralmiddlefrontal L,LF
7393,rostralmiddlefrontal L,LF
7394,rostralmiddlefrontal L,LF
7395,rostralmiddlefrontal L,LF
7396,rostralmiddlefrontal L,LF
7397,superiorfrontal L,LF
7398,frontalpole L,LPF
7399,rostralmiddlefrontal L,LF
7400,frontalpole L,LPF
7401,rostralmiddlefrontal L,LF
7402,rostralmiddlefrontal L,LF
7403,frontalpole L,LPF
7404,rostralmiddlefrontal L,LF
7405,superiorfrontal L,LF
7406,rostralmiddlefrontal L,LF
7407,rostralmiddlefrontal L,LF
7408,frontalpole L,LPF
7409,medialorbitofrontal L,LPF
7410,superiorfrontal L,LF
7411,superiorfrontal L,LF
7412,rostralmiddlefrontal L,LF
7413,superiorfrontal L,LF
7414,rostralmiddlefrontal L,LF
7415,frontalpole L,LPF
7416,rostralmiddlefrontal L,LF
7417,rostralmiddlefrontal L,LF
7418,rostralmiddlefrontal L,LF
7419,superiorfrontal L,LF
7420,rostralmiddlefrontal L,LF
7421,rostralmiddlefrontal L,LF
7422,superiorfrontal L,LF
7423,rostralmiddlefrontal L,LF
7424,superiorfrontal L,LF
7425,frontalpole L,LPF
7426,frontalpole L,LPF
7427,superiorfrontal L,LF
7428,rostralmiddlefrontal L,LF
7429,frontalpole L,LPF
7430,superiorfrontal L,LF
7431,superiorfrontal L,LF
7432,superiorfrontal L,LF
7433,frontalpole L,LPF
7434,superiorfrontal L,LF
7435,rostralmiddlefrontal L,LF
7436,rostralmiddlefrontal L,LF
7437,superiorfrontal L,LF
7438,superiorfrontal L,LF
7439,superiorfrontal L,LF
7440,rostralmiddlefrontal L,LF
7441,frontalpole L,LPF
7442,rostralmiddlefrontal L,LF
7443,superiorfrontal L,LF
7444,superiorfrontal L,LF
7445,superiorfrontal L,LF
7446,superiorfrontal L,LF
7447,superiorfrontal L,LF
7448,superiorfrontal L,LF
7449,superiorfrontal L,LF
7450,frontalpole L,LPF
7451,rostralmiddlefrontal L,LF
7452,superiorfrontal L,LF
7453,rostralmiddlefrontal L,LF
7454,rostralmiddlefrontal L,LF
7455,superiorfrontal L,LF
7456,superiorfrontal L,LF
7457,rostralmiddlefrontal L,LF
7458,superiorfrontal L,LF
7459,frontalpole L,LPF
7460,frontalpole L,LPF
7461,rostralmiddlefrontal L,LF
7462,superiorfrontal L,LF
7463,rostralmiddlefrontal L,LF
7464,superiorfrontal L,LF
7465,frontalpole L,LPF
7466,rostralmiddlefrontal L,LF
7467,superiorfrontal L,LF
7468,superiorfrontal L,LF
7469,superiorfrontal L,LF
7470,rostralmiddlefrontal L,LF
7471,superiorfrontal L,LF
7472,frontalpole L,LPF
7473,superiorfrontal L,LF
7474,superiorfrontal L,LF
7475,rostralmiddlefrontal L,LF
7476,superiorfrontal L,LF
7477,superiorfrontal L,LF
7478,frontalpole L,LPF
7479,rostralmiddlefrontal L,LF
7480,superiorfrontal L,LF
7481,superiorfrontal L,LF
7482,frontalpole L,LPF
7483,superiorfrontal L,LF
7484,superiorfrontal L,LF
7485,superiorfrontal L,LF
7486,superiorfrontal L,LF
7487,frontalpole L,LPF
7488,frontalpole L,LPF
7489,superiorfrontal L,LF
7490,superiorfrontal L,LF
7491,frontalpole L,LPF
7492,superiorfrontal L,LF
